name,mean_wind,mean_pressure,year,result
RAYMOND,27.8611,1067,2017,1
JERRY,27.8611,1069,2017,1
PEDRO,25.28888,1065,2017,1
KAREN,27.8611,1065,2017,1
FELICITY,27.8611,1061,2017,1
ALIBERA,29.404432,1057,2017,1
ROSITA,27.8611,1064,2017,1
SAM,27.8611,1063,2017,1
TINA,24.774436,1062,2017,1
NANCY,27.8611,1060,2017,1
OFA,30.433320000000002,1057,2017,1
DETY,27.346656,1060,2017,1
CEZERA,27.346656,1060,2017,1
PENI,35.57776,1050,2017,1
PENI,35.57776,1050,2017,1
VINCENT,30.433320000000002,1057,2017,1
GREG,25.28888,1064,2017,1
HILDA,27.8611,1062,2017,1
GREGOARA_WALTER,27.8611,1060,2017,1
FELANA,33.519984,1051,2017,1
IVOR,30.433320000000002,1055,2017,1
ALEX,27.8611,1062,2017,1
RAE,30.433320000000002,1057,2017,1
RAE,30.433320000000002,1057,2017,1
BESSI,30.433320000000002,1058,2017,1
MISSING_1399,23.231104,1066,2017,1
IKONJO,29.404432,1057,2017,1
ALMA,27.8611,1069,2017,1
BORIS,27.8611,1070,2017,1
CRISTINA,27.8611,1070,2017,1
MISSING_1401,23.231104,1052,2017,1
DOUGLAS,27.8611,1071,2017,1
ELIDA,27.8611,1069,2017,1
FAUSTO,25.28888,1071,2017,1
GENEVIEVE,27.8611,1069,2017,1
HERNAN,27.8611,1072,2017,1
ISELLE,27.8611,1068,2017,1
ARTHUR,27.8611,1070,2017,1
BERTHA,25.28888,1072,2017,1
CESAR,27.8611,1074,2017,1
EDOUARD,30.433320000000002,1075,2017,1
DIANA,27.8611,1069,2017,1
FRAN,27.8611,1070,2017,1
MISSING_1404,23.231104,1056,2017,1
JULIO,27.8611,1072,2017,1
MISSING_1406,23.231104,1057,2017,1
KENNA,30.433320000000002,1069,2017,1
GUSTAV,27.8611,1070,2017,1
LOWELL,25.28888,1071,2017,1
HORTENSE,27.8611,1070,2017,1
MISSING_1407,23.231104,1056,2017,1
ISIDORE,27.8611,1070,2017,1
MARIE,27.8611,1071,2017,1
